"global_step","22231421_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step","22231421_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MIN","22231421_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MAX","22231421_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last","22231421_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MIN","22231421_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MAX","22231420_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step","22231420_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MIN","22231420_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MAX","22231420_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last","22231420_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MIN","22231420_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MAX","22231419_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step","22231419_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MIN","22231419_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MAX","22231419_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last","22231419_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MIN","22231419_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MAX","22231418_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step","22231418_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MIN","22231418_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MAX","22231418_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last","22231418_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MIN","22231418_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MAX","22231417_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step","22231417_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MIN","22231417_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - _step__MAX","22231417_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last","22231417_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MIN","22231417_hlg_1cubes_b1024_mb512_lr1e-4_w2048_cr - episodic_stats/failure_2_last__MAX","22231416_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step","22231416_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MIN","22231416_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MAX","22231416_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last","22231416_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MIN","22231416_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MAX","22231415_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step","22231415_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MIN","22231415_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MAX","22231415_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last","22231415_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MIN","22231415_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MAX","22231414_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step","22231414_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MIN","22231414_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MAX","22231414_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last","22231414_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MIN","22231414_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MAX","22231413_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step","22231413_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MIN","22231413_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MAX","22231413_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last","22231413_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MIN","22231413_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MAX","22231412_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step","22231412_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MIN","22231412_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - _step__MAX","22231412_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last","22231412_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MIN","22231412_hlg_1cubes_b1024_mb512_lr5e-5_w2048_cr - episodic_stats/failure_2_last__MAX"
"80896000","113","113","113","0.0966796875","0.0966796875","0.0966796875","113","113","113","0.126953125","0.126953125","0.126953125","113","113","113","0.087890625","0.087890625","0.087890625","113","113","113","0.08984375","0.08984375","0.08984375","113","113","113","0.0869140625","0.0869140625","0.0869140625","113","113","113","0.1064453125","0.1064453125","0.1064453125","113","113","113","0.08984375","0.08984375","0.08984375","113","113","113","0.1396484375","0.1396484375","0.1396484375","113","113","113","0.1083984375","0.1083984375","0.1083984375","113","113","113","0.0810546875","0.0810546875","0.0810546875"
"81920000","115","115","115","0.0927734375","0.0927734375","0.0927734375","115","115","115","0.12109375","0.12109375","0.12109375","115","115","115","0.11328125","0.11328125","0.11328125","115","115","115","0.072265625","0.072265625","0.072265625","115","115","115","0.072265625","0.072265625","0.072265625","115","115","115","0.1015625","0.1015625","0.1015625","115","115","115","0.0751953125","0.0751953125","0.0751953125","115","115","115","0.119140625","0.119140625","0.119140625","115","115","115","0.099609375","0.099609375","0.099609375","115","115","115","0.080078125","0.080078125","0.080078125"
"82944000","116","116","116","0.091796875","0.091796875","0.091796875","116","116","116","0.109375","0.109375","0.109375","116","116","116","0.0908203125","0.0908203125","0.0908203125","116","116","116","0.0869140625","0.0869140625","0.0869140625","116","116","116","0.0771484375","0.0771484375","0.0771484375","116","116","116","0.08203125","0.08203125","0.08203125","116","116","116","0.0751953125","0.0751953125","0.0751953125","116","116","116","0.1123046875","0.1123046875","0.1123046875","116","116","116","0.091796875","0.091796875","0.091796875","116","116","116","0.07421875","0.07421875","0.07421875"
"83968000","118","118","118","0.078125","0.078125","0.078125","118","118","118","0.1259765625","0.1259765625","0.1259765625","118","118","118","0.1240234375","0.1240234375","0.1240234375","118","118","118","0.095703125","0.095703125","0.095703125","118","118","118","0.083984375","0.083984375","0.083984375","118","118","118","0.103515625","0.103515625","0.103515625","118","118","118","0.091796875","0.091796875","0.091796875","118","118","118","0.1142578125","0.1142578125","0.1142578125","118","118","118","0.1015625","0.1015625","0.1015625","118","118","118","0.08203125","0.08203125","0.08203125"
"84992000","119","119","119","0.1015625","0.1015625","0.1015625","119","119","119","0.1103515625","0.1103515625","0.1103515625","119","119","119","0.109375","0.109375","0.109375","119","119","119","0.0966796875","0.0966796875","0.0966796875","119","119","119","0.06640625","0.06640625","0.06640625","119","119","119","0.0947265625","0.0947265625","0.0947265625","119","119","119","0.0703125","0.0703125","0.0703125","119","119","119","0.091796875","0.091796875","0.091796875","119","119","119","0.1025390625","0.1025390625","0.1025390625","119","119","119","0.0693359375","0.0693359375","0.0693359375"
"86016000","120","120","120","0.0791015625","0.0791015625","0.0791015625","120","120","120","0.1005859375","0.1005859375","0.1005859375","120","120","120","0.09765625","0.09765625","0.09765625","120","120","120","0.0732421875","0.0732421875","0.0732421875","120","120","120","0.078125","0.078125","0.078125","120","120","120","0.078125","0.078125","0.078125","120","120","120","0.083984375","0.083984375","0.083984375","120","120","120","0.08984375","0.08984375","0.08984375","120","120","120","0.1064453125","0.1064453125","0.1064453125","120","120","120","0.0888671875","0.0888671875","0.0888671875"
"87040000","122","122","122","0.0869140625","0.0869140625","0.0869140625","122","122","122","0.1083984375","0.1083984375","0.1083984375","122","122","122","0.07421875","0.07421875","0.07421875","122","122","122","0.0693359375","0.0693359375","0.0693359375","122","122","122","0.0673828125","0.0673828125","0.0673828125","122","122","122","0.0947265625","0.0947265625","0.0947265625","122","122","122","0.0625","0.0625","0.0625","122","122","122","0.0888671875","0.0888671875","0.0888671875","122","122","122","0.0986328125","0.0986328125","0.0986328125","122","122","122","0.0693359375","0.0693359375","0.0693359375"
"88064000","123","123","123","0.083984375","0.083984375","0.083984375","123","123","123","0.1083984375","0.1083984375","0.1083984375","123","123","123","0.09375","0.09375","0.09375","123","123","123","0.0810546875","0.0810546875","0.0810546875","123","123","123","0.080078125","0.080078125","0.080078125","123","123","123","0.09375","0.09375","0.09375","123","123","123","0.052734375","0.052734375","0.052734375","123","123","123","0.1044921875","0.1044921875","0.1044921875","123","123","123","0.080078125","0.080078125","0.080078125","123","123","123","0.0654296875","0.0654296875","0.0654296875"
"89088000","125","125","125","0.0888671875","0.0888671875","0.0888671875","125","125","125","0.1064453125","0.1064453125","0.1064453125","125","125","125","0.0869140625","0.0869140625","0.0869140625","125","125","125","0.0830078125","0.0830078125","0.0830078125","125","125","125","0.076171875","0.076171875","0.076171875","125","125","125","0.1005859375","0.1005859375","0.1005859375","125","125","125","0.072265625","0.072265625","0.072265625","125","125","125","0.099609375","0.099609375","0.099609375","125","125","125","0.1015625","0.1015625","0.1015625","125","125","125","0.0849609375","0.0849609375","0.0849609375"
"90112000","126","126","126","0.07421875","0.07421875","0.07421875","126","126","126","0.1103515625","0.1103515625","0.1103515625","126","126","126","0.0908203125","0.0908203125","0.0908203125","126","126","126","0.080078125","0.080078125","0.080078125","126","126","126","0.068359375","0.068359375","0.068359375","126","126","126","0.08203125","0.08203125","0.08203125","126","126","126","0.0791015625","0.0791015625","0.0791015625","126","126","126","0.09765625","0.09765625","0.09765625","126","126","126","0.080078125","0.080078125","0.080078125","126","126","126","0.0849609375","0.0849609375","0.0849609375"
"91136000","127","127","127","0.080078125","0.080078125","0.080078125","127","127","127","0.0966796875","0.0966796875","0.0966796875","127","127","127","0.0869140625","0.0869140625","0.0869140625","127","127","127","0.0693359375","0.0693359375","0.0693359375","127","127","127","0.0654296875","0.0654296875","0.0654296875","127","127","127","0.1044921875","0.1044921875","0.1044921875","127","127","127","0.060546875","0.060546875","0.060546875","127","127","127","0.0869140625","0.0869140625","0.0869140625","127","127","127","0.0625","0.0625","0.0625","127","127","127","0.076171875","0.076171875","0.076171875"
"92160000","129","129","129","0.078125","0.078125","0.078125","129","129","129","0.0986328125","0.0986328125","0.0986328125","129","129","129","0.09765625","0.09765625","0.09765625","129","129","129","0.0693359375","0.0693359375","0.0693359375","129","129","129","0.0693359375","0.0693359375","0.0693359375","129","129","129","0.0732421875","0.0732421875","0.0732421875","129","129","129","0.0810546875","0.0810546875","0.0810546875","129","129","129","0.109375","0.109375","0.109375","129","129","129","0.0859375","0.0859375","0.0859375","129","129","129","0.068359375","0.068359375","0.068359375"
"93184000","130","130","130","0.087890625","0.087890625","0.087890625","130","130","130","0.095703125","0.095703125","0.095703125","130","130","130","0.0859375","0.0859375","0.0859375","130","130","130","0.0791015625","0.0791015625","0.0791015625","130","130","130","0.056640625","0.056640625","0.056640625","130","130","130","0.0986328125","0.0986328125","0.0986328125","130","130","130","0.0595703125","0.0595703125","0.0595703125","130","130","130","0.0869140625","0.0869140625","0.0869140625","130","130","130","0.07421875","0.07421875","0.07421875","130","130","130","0.048828125","0.048828125","0.048828125"
"95232000","133","133","133","0.083984375","0.083984375","0.083984375","133","133","133","0.0947265625","0.0947265625","0.0947265625","133","133","133","0.0810546875","0.0810546875","0.0810546875","133","133","133","0.0537109375","0.0537109375","0.0537109375","133","133","133","0.052734375","0.052734375","0.052734375","133","133","133","0.0859375","0.0859375","0.0859375","133","133","133","0.060546875","0.060546875","0.060546875","133","133","133","0.0625","0.0625","0.0625","133","133","133","0.080078125","0.080078125","0.080078125","133","133","133","0.064453125","0.064453125","0.064453125"
"96256000","134","134","134","0.0615234375","0.0615234375","0.0615234375","134","134","134","0.087890625","0.087890625","0.087890625","134","134","134","0.0810546875","0.0810546875","0.0810546875","134","134","134","0.0712890625","0.0712890625","0.0712890625","134","134","134","0.0576171875","0.0576171875","0.0576171875","134","134","134","0.09375","0.09375","0.09375","134","134","134","0.0654296875","0.0654296875","0.0654296875","134","134","134","0.0849609375","0.0849609375","0.0849609375","134","134","134","0.0615234375","0.0615234375","0.0615234375","134","134","134","0.05859375","0.05859375","0.05859375"
"97280000","136","136","136","0.072265625","0.072265625","0.072265625","136","136","136","0.099609375","0.099609375","0.099609375","136","136","136","0.0751953125","0.0751953125","0.0751953125","136","136","136","0.068359375","0.068359375","0.068359375","136","136","136","0.0693359375","0.0693359375","0.0693359375","136","136","136","0.0908203125","0.0908203125","0.0908203125","136","136","136","0.0673828125","0.0673828125","0.0673828125","136","136","136","0.0849609375","0.0849609375","0.0849609375","136","136","136","0.0673828125","0.0673828125","0.0673828125","136","136","136","0.0634765625","0.0634765625","0.0634765625"
"98304000","137","137","137","0.0693359375","0.0693359375","0.0693359375","137","137","137","0.0986328125","0.0986328125","0.0986328125","137","137","137","0.078125","0.078125","0.078125","137","137","137","0.0830078125","0.0830078125","0.0830078125","137","137","137","0.072265625","0.072265625","0.072265625","137","137","137","0.0751953125","0.0751953125","0.0751953125","137","137","137","0.06640625","0.06640625","0.06640625","137","137","137","0.0625","0.0625","0.0625","137","137","137","0.0576171875","0.0576171875","0.0576171875","137","137","137","0.0556640625","0.0556640625","0.0556640625"
"100352000","140","140","140","0.0732421875","0.0732421875","0.0732421875","140","140","140","0.080078125","0.080078125","0.080078125","140","140","140","0.08984375","0.08984375","0.08984375","140","140","140","0.0703125","0.0703125","0.0703125","140","140","140","0.0654296875","0.0654296875","0.0654296875","140","140","140","0.0732421875","0.0732421875","0.0732421875","140","140","140","0.0556640625","0.0556640625","0.0556640625","140","140","140","0.080078125","0.080078125","0.080078125","140","140","140","0.060546875","0.060546875","0.060546875","140","140","140","0.052734375","0.052734375","0.052734375"
"101376000","141","141","141","0.06640625","0.06640625","0.06640625","141","141","141","0.083984375","0.083984375","0.083984375","141","141","141","0.0751953125","0.0751953125","0.0751953125","141","141","141","0.0712890625","0.0712890625","0.0712890625","141","141","141","0.076171875","0.076171875","0.076171875","141","141","141","0.0791015625","0.0791015625","0.0791015625","141","141","141","0.0498046875","0.0498046875","0.0498046875","141","141","141","0.0673828125","0.0673828125","0.0673828125","141","141","141","0.06640625","0.06640625","0.06640625","141","141","141","0.048828125","0.048828125","0.048828125"
"102400000","143","143","143","0.0654296875","0.0654296875","0.0654296875","143","143","143","0.064453125","0.064453125","0.064453125","143","143","143","0.0703125","0.0703125","0.0703125","143","143","143","0.0654296875","0.0654296875","0.0654296875","143","143","143","0.0576171875","0.0576171875","0.0576171875","143","143","143","0.0849609375","0.0849609375","0.0849609375","143","143","143","0.0556640625","0.0556640625","0.0556640625","143","143","143","0.0556640625","0.0556640625","0.0556640625","143","143","143","0.0732421875","0.0732421875","0.0732421875","143","143","143","0.0625","0.0625","0.0625"
"103424000","144","144","144","0.07421875","0.07421875","0.07421875","144","144","144","0.0712890625","0.0712890625","0.0712890625","144","144","144","0.0703125","0.0703125","0.0703125","144","144","144","0.0615234375","0.0615234375","0.0615234375","144","144","144","0.0576171875","0.0576171875","0.0576171875","144","144","144","0.09375","0.09375","0.09375","144","144","144","0.05859375","0.05859375","0.05859375","144","144","144","0.0654296875","0.0654296875","0.0654296875","144","144","144","0.0771484375","0.0771484375","0.0771484375","144","144","144","0.05859375","0.05859375","0.05859375"
"104448000","145","145","145","0.0703125","0.0703125","0.0703125","145","145","145","0.0888671875","0.0888671875","0.0888671875","145","145","145","0.0654296875","0.0654296875","0.0654296875","145","145","145","0.068359375","0.068359375","0.068359375","145","145","145","0.07421875","0.07421875","0.07421875","145","145","145","0.05078125","0.05078125","0.05078125","145","145","145","0.0517578125","0.0517578125","0.0517578125","145","145","145","0.080078125","0.080078125","0.080078125","145","145","145","0.052734375","0.052734375","0.052734375","145","145","145","0.0546875","0.0546875","0.0546875"
"105472000","146","146","146","0.080078125","0.080078125","0.080078125","146","146","146","0.0654296875","0.0654296875","0.0654296875","146","146","146","0.05859375","0.05859375","0.05859375","146","146","146","0.0703125","0.0703125","0.0703125","146","146","146","0.06640625","0.06640625","0.06640625","146","146","146","0.07421875","0.07421875","0.07421875","146","146","146","0.0498046875","0.0498046875","0.0498046875","146","146","146","0.0625","0.0625","0.0625","146","146","146","0.05078125","0.05078125","0.05078125","146","146","146","0.072265625","0.072265625","0.072265625"
"106496000","147","147","147","0.07421875","0.07421875","0.07421875","147","147","147","0.076171875","0.076171875","0.076171875","147","147","147","0.078125","0.078125","0.078125","147","147","147","0.0517578125","0.0517578125","0.0517578125","147","147","147","0.0576171875","0.0576171875","0.0576171875","147","147","147","0.06640625","0.06640625","0.06640625","147","147","147","0.0390625","0.0390625","0.0390625","147","147","147","0.0537109375","0.0537109375","0.0537109375","147","147","147","0.046875","0.046875","0.046875","147","147","147","0.044921875","0.044921875","0.044921875"
"107520000","149","149","149","0.056640625","0.056640625","0.056640625","149","149","149","0.0771484375","0.0771484375","0.0771484375","149","149","149","0.0771484375","0.0771484375","0.0771484375","149","149","149","0.0810546875","0.0810546875","0.0810546875","149","149","149","0.0439453125","0.0439453125","0.0439453125","149","149","149","0.0693359375","0.0693359375","0.0693359375","149","149","149","0.0419921875","0.0419921875","0.0419921875","149","149","149","0.06640625","0.06640625","0.06640625","149","149","149","0.0654296875","0.0654296875","0.0654296875","149","149","149","0.0576171875","0.0576171875","0.0576171875"
"108544000","150","150","150","0.0712890625","0.0712890625","0.0712890625","150","150","150","0.076171875","0.076171875","0.076171875","150","150","150","0.0595703125","0.0595703125","0.0595703125","150","150","150","0.05859375","0.05859375","0.05859375","150","150","150","0.0751953125","0.0751953125","0.0751953125","150","150","150","0.0595703125","0.0595703125","0.0595703125","150","150","150","0.0537109375","0.0537109375","0.0537109375","150","150","150","0.0517578125","0.0517578125","0.0517578125","150","150","150","0.0498046875","0.0498046875","0.0498046875","150","150","150","0.041015625","0.041015625","0.041015625"
"109568000","151","151","151","0.052734375","0.052734375","0.052734375","151","151","151","0.0693359375","0.0693359375","0.0693359375","151","151","151","0.0576171875","0.0576171875","0.0576171875","151","151","151","0.064453125","0.064453125","0.064453125","151","151","151","0.0615234375","0.0615234375","0.0615234375","151","151","151","0.0654296875","0.0654296875","0.0654296875","151","151","151","0.048828125","0.048828125","0.048828125","151","151","151","0.0546875","0.0546875","0.0546875","151","151","151","0.048828125","0.048828125","0.048828125","151","151","151","0.0498046875","0.0498046875","0.0498046875"
"110592000","153","153","153","0.0556640625","0.0556640625","0.0556640625","153","153","153","0.0732421875","0.0732421875","0.0732421875","153","153","153","0.0517578125","0.0517578125","0.0517578125","153","153","153","0.0390625","0.0390625","0.0390625","153","153","153","0.056640625","0.056640625","0.056640625","153","153","153","0.0703125","0.0703125","0.0703125","153","153","153","0.05859375","0.05859375","0.05859375","153","153","153","0.0712890625","0.0712890625","0.0712890625","153","153","153","0.0458984375","0.0458984375","0.0458984375","153","153","153","0.0751953125","0.0751953125","0.0751953125"
"111616000","154","154","154","0.0693359375","0.0693359375","0.0693359375","154","154","154","0.0615234375","0.0615234375","0.0615234375","154","154","154","0.07421875","0.07421875","0.07421875","154","154","154","0.0498046875","0.0498046875","0.0498046875","154","154","154","0.0615234375","0.0615234375","0.0615234375","154","154","154","0.0595703125","0.0595703125","0.0595703125","154","154","154","0.0517578125","0.0517578125","0.0517578125","154","154","154","0.052734375","0.052734375","0.052734375","154","154","154","0.0458984375","0.0458984375","0.0458984375","154","154","154","0.05078125","0.05078125","0.05078125"
"112640000","156","156","156","0.0869140625","0.0869140625","0.0869140625","156","156","156","0.072265625","0.072265625","0.072265625","156","156","156","0.08203125","0.08203125","0.08203125","156","156","156","0.068359375","0.068359375","0.068359375","156","156","156","0.0625","0.0625","0.0625","156","156","156","0.06640625","0.06640625","0.06640625","156","156","156","0.04296875","0.04296875","0.04296875","156","156","156","0.0703125","0.0703125","0.0703125","156","156","156","0.060546875","0.060546875","0.060546875","156","156","156","0.05859375","0.05859375","0.05859375"
"113664000","157","157","157","0.0615234375","0.0615234375","0.0615234375","157","157","157","0.083984375","0.083984375","0.083984375","157","157","157","0.072265625","0.072265625","0.072265625","157","157","157","0.041015625","0.041015625","0.041015625","157","157","157","0.0517578125","0.0517578125","0.0517578125","157","157","157","0.0615234375","0.0615234375","0.0615234375","157","157","157","0.0419921875","0.0419921875","0.0419921875","157","157","157","0.046875","0.046875","0.046875","157","157","157","0.048828125","0.048828125","0.048828125","157","157","157","0.0478515625","0.0478515625","0.0478515625"
"114688000","158","158","158","0.0625","0.0625","0.0625","158","158","158","0.0576171875","0.0576171875","0.0576171875","158","158","158","0.064453125","0.064453125","0.064453125","158","158","158","0.0703125","0.0703125","0.0703125","158","158","158","0.0634765625","0.0634765625","0.0634765625","158","158","158","0.0537109375","0.0537109375","0.0537109375","158","158","158","0.04296875","0.04296875","0.04296875","158","158","158","0.06640625","0.06640625","0.06640625","158","158","158","0.0576171875","0.0576171875","0.0576171875","158","158","158","0.0498046875","0.0498046875","0.0498046875"
"115712000","160","160","160","0.0751953125","0.0751953125","0.0751953125","160","160","160","0.0859375","0.0859375","0.0859375","160","160","160","0.0654296875","0.0654296875","0.0654296875","160","160","160","0.0634765625","0.0634765625","0.0634765625","160","160","160","0.0498046875","0.0498046875","0.0498046875","160","160","160","0.056640625","0.056640625","0.056640625","160","160","160","0.0419921875","0.0419921875","0.0419921875","160","160","160","0.0546875","0.0546875","0.0546875","160","160","160","0.0537109375","0.0537109375","0.0537109375","160","160","160","0.0498046875","0.0498046875","0.0498046875"
"116736000","161","161","161","0.064453125","0.064453125","0.064453125","161","161","161","0.0517578125","0.0517578125","0.0517578125","161","161","161","0.0556640625","0.0556640625","0.0556640625","161","161","161","0.0546875","0.0546875","0.0546875","161","161","161","0.0556640625","0.0556640625","0.0556640625","161","161","161","0.056640625","0.056640625","0.056640625","161","161","161","0.0244140625","0.0244140625","0.0244140625","161","161","161","0.0546875","0.0546875","0.0546875","161","161","161","0.0546875","0.0546875","0.0546875","161","161","161","0.060546875","0.060546875","0.060546875"
"118784000","164","164","164","0.0615234375","0.0615234375","0.0615234375","164","164","164","0.068359375","0.068359375","0.068359375","164","164","164","0.0703125","0.0703125","0.0703125","164","164","164","0.0537109375","0.0537109375","0.0537109375","164","164","164","0.044921875","0.044921875","0.044921875","164","164","164","0.0830078125","0.0830078125","0.0830078125","164","164","164","0.0517578125","0.0517578125","0.0517578125","164","164","164","0.0615234375","0.0615234375","0.0615234375","164","164","164","0.0419921875","0.0419921875","0.0419921875","164","164","164","0.046875","0.046875","0.046875"
"119808000","165","165","165","0.056640625","0.056640625","0.056640625","165","165","165","0.0537109375","0.0537109375","0.0537109375","165","165","165","0.05859375","0.05859375","0.05859375","165","165","165","0.0439453125","0.0439453125","0.0439453125","165","165","165","0.0517578125","0.0517578125","0.0517578125","165","165","165","0.064453125","0.064453125","0.064453125","165","165","165","0.0537109375","0.0537109375","0.0537109375","165","165","165","0.0556640625","0.0556640625","0.0556640625","165","165","165","0.0458984375","0.0458984375","0.0458984375","165","165","165","0.04296875","0.04296875","0.04296875"
"120832000","167","167","167","0.056640625","0.056640625","0.056640625","167","167","167","0.0556640625","0.0556640625","0.0556640625","167","167","167","0.0625","0.0625","0.0625","167","167","167","0.0615234375","0.0615234375","0.0615234375","167","167","167","0.0439453125","0.0439453125","0.0439453125","167","167","167","0.056640625","0.056640625","0.056640625","167","167","167","0.044921875","0.044921875","0.044921875","167","167","167","0.064453125","0.064453125","0.064453125","167","167","167","0.052734375","0.052734375","0.052734375","167","167","167","0.0498046875","0.0498046875","0.0498046875"
"121856000","168","168","168","0.0673828125","0.0673828125","0.0673828125","168","168","168","0.078125","0.078125","0.078125","168","168","168","0.072265625","0.072265625","0.072265625","168","168","168","0.041015625","0.041015625","0.041015625","168","168","168","0.0439453125","0.0439453125","0.0439453125","168","168","168","0.0732421875","0.0732421875","0.0732421875","168","168","168","0.0322265625","0.0322265625","0.0322265625","168","168","168","0.0537109375","0.0537109375","0.0537109375","168","168","168","0.048828125","0.048828125","0.048828125","168","168","168","0.0615234375","0.0615234375","0.0615234375"
"123904000","171","171","171","0.05078125","0.05078125","0.05078125","171","171","171","0.0595703125","0.0595703125","0.0595703125","171","171","171","0.0625","0.0625","0.0625","171","171","171","0.0556640625","0.0556640625","0.0556640625","171","171","171","0.0546875","0.0546875","0.0546875","171","171","171","0.064453125","0.064453125","0.064453125","171","171","171","0.033203125","0.033203125","0.033203125","171","171","171","0.046875","0.046875","0.046875","171","171","171","0.0341796875","0.0341796875","0.0341796875","171","171","171","0.0419921875","0.0419921875","0.0419921875"
"124928000","172","172","172","0.0625","0.0625","0.0625","172","172","172","0.0595703125","0.0595703125","0.0595703125","172","172","172","0.0546875","0.0546875","0.0546875","172","172","172","0.0498046875","0.0498046875","0.0498046875","172","172","172","0.04296875","0.04296875","0.04296875","172","172","172","0.0400390625","0.0400390625","0.0400390625","172","172","172","0.0419921875","0.0419921875","0.0419921875","172","172","172","0.0595703125","0.0595703125","0.0595703125","172","172","172","0.0361328125","0.0361328125","0.0361328125","172","172","172","0.0341796875","0.0341796875","0.0341796875"
"125952000","174","174","174","0.048828125","0.048828125","0.048828125","174","174","174","0.048828125","0.048828125","0.048828125","174","174","174","0.05078125","0.05078125","0.05078125","174","174","174","0.0615234375","0.0615234375","0.0615234375","174","174","174","0.0390625","0.0390625","0.0390625","174","174","174","0.06640625","0.06640625","0.06640625","174","174","174","0.04296875","0.04296875","0.04296875","174","174","174","0.046875","0.046875","0.046875","174","174","174","0.041015625","0.041015625","0.041015625","174","174","174","0.03515625","0.03515625","0.03515625"
"126976000","175","175","175","0.0546875","0.0546875","0.0546875","175","175","175","0.0419921875","0.0419921875","0.0419921875","175","175","175","0.0498046875","0.0498046875","0.0498046875","175","175","175","0.0380859375","0.0380859375","0.0380859375","175","175","175","0.046875","0.046875","0.046875","175","175","175","0.0556640625","0.0556640625","0.0556640625","175","175","175","0.052734375","0.052734375","0.052734375","175","175","175","0.0517578125","0.0517578125","0.0517578125","175","175","175","0.048828125","0.048828125","0.048828125","175","175","175","0.0234375","0.0234375","0.0234375"
"129024000","178","178","178","0.052734375","0.052734375","0.052734375","178","178","178","0.0537109375","0.0537109375","0.0537109375","178","178","178","0.0546875","0.0546875","0.0546875","178","178","178","0.060546875","0.060546875","0.060546875","178","178","178","0.0400390625","0.0400390625","0.0400390625","178","178","178","0.0693359375","0.0693359375","0.0693359375","178","178","178","0.041015625","0.041015625","0.041015625","178","178","178","0.044921875","0.044921875","0.044921875","178","178","178","0.041015625","0.041015625","0.041015625","178","178","178","0.0498046875","0.0498046875","0.0498046875"
