"global_step","20681888_hlg_1cubes_b8192_mb2048_lr1e-4 - _step","20681888_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MIN","20681888_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MAX","20681888_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last","20681888_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MIN","20681888_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MAX","20681887_hlg_1cubes_b8192_mb2048_lr1e-4 - _step","20681887_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MIN","20681887_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MAX","20681887_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last","20681887_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MIN","20681887_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MAX","20681886_hlg_1cubes_b8192_mb2048_lr1e-4 - _step","20681886_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MIN","20681886_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MAX","20681886_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last","20681886_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MIN","20681886_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MAX","20681885_hlg_1cubes_b8192_mb2048_lr1e-4 - _step","20681885_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MIN","20681885_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MAX","20681885_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last","20681885_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MIN","20681885_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MAX","20681884_hlg_1cubes_b8192_mb2048_lr1e-4 - _step","20681884_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MIN","20681884_hlg_1cubes_b8192_mb2048_lr1e-4 - _step__MAX","20681884_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last","20681884_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MIN","20681884_hlg_1cubes_b8192_mb2048_lr1e-4 - episodic_stats/failure_2_last__MAX","20676536_hlg_1cubes_b8192_mb2048_lr1e-3 - _step","20676536_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MIN","20676536_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MAX","20676536_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last","20676536_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MIN","20676536_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MAX","20676535_hlg_1cubes_b8192_mb2048_lr1e-3 - _step","20676535_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MIN","20676535_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MAX","20676535_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last","20676535_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MIN","20676535_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MAX","20676534_hlg_1cubes_b8192_mb2048_lr1e-3 - _step","20676534_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MIN","20676534_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MAX","20676534_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last","20676534_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MIN","20676534_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MAX","20676533_hlg_1cubes_b8192_mb2048_lr1e-3 - _step","20676533_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MIN","20676533_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MAX","20676533_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last","20676533_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MIN","20676533_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MAX","20676532_hlg_1cubes_b8192_mb2048_lr1e-3 - _step","20676532_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MIN","20676532_hlg_1cubes_b8192_mb2048_lr1e-3 - _step__MAX","20676532_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last","20676532_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MIN","20676532_hlg_1cubes_b8192_mb2048_lr1e-3 - episodic_stats/failure_2_last__MAX","20676530_hlg_1cubes_b8192_mb2048_lr2e-4 - _step","20676530_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MIN","20676530_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MAX","20676530_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last","20676530_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MIN","20676530_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MAX","20676529_hlg_1cubes_b8192_mb2048_lr2e-4 - _step","20676529_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MIN","20676529_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MAX","20676529_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last","20676529_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MIN","20676529_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MAX","20676528_hlg_1cubes_b8192_mb2048_lr2e-4 - _step","20676528_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MIN","20676528_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MAX","20676528_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last","20676528_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MIN","20676528_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MAX","20676527_hlg_1cubes_b8192_mb2048_lr2e-4 - _step","20676527_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MIN","20676527_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MAX","20676527_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last","20676527_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MIN","20676527_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MAX","20676526_hlg_1cubes_b8192_mb2048_lr2e-4 - _step","20676526_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MIN","20676526_hlg_1cubes_b8192_mb2048_lr2e-4 - _step__MAX","20676526_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last","20676526_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MIN","20676526_hlg_1cubes_b8192_mb2048_lr2e-4 - episodic_stats/failure_2_last__MAX"
"2252800000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","388","388","388","0.0301513671875","0.0301513671875","0.0301513671875","388","388","388","0.0343017578125","0.0343017578125","0.0343017578125","388","388","388","0.029052734375","0.029052734375","0.029052734375","388","388","388","0.0303955078125","0.0303955078125","0.0303955078125","388","388","388","0.029052734375","0.029052734375","0.029052734375"
"2260992000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","390","390","390","0.0318603515625","0.0318603515625","0.0318603515625","390","390","390","0.0274658203125","0.0274658203125","0.0274658203125","390","390","390","0.0260009765625","0.0260009765625","0.0260009765625","390","390","390","0.0289306640625","0.0289306640625","0.0289306640625","390","390","390","0.032470703125","0.032470703125","0.032470703125"
"2269184000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","391","391","391","0.030029296875","0.030029296875","0.030029296875","391","391","391","0.03076171875","0.03076171875","0.03076171875","391","391","391","0.0286865234375","0.0286865234375","0.0286865234375","391","391","391","0.031494140625","0.031494140625","0.031494140625","391","391","391","0.0301513671875","0.0301513671875","0.0301513671875"
"2285568000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","394","394","394","0.02978515625","0.02978515625","0.02978515625","394","394","394","0.0335693359375","0.0335693359375","0.0335693359375","394","394","394","0.02978515625","0.02978515625","0.02978515625","394","394","394","0.03466796875","0.03466796875","0.03466796875","394","394","394","0.029052734375","0.029052734375","0.029052734375"
"2293760000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","395","395","395","0.0257568359375","0.0257568359375","0.0257568359375","395","395","395","0.0306396484375","0.0306396484375","0.0306396484375","395","395","395","0.029296875","0.029296875","0.029296875","395","395","395","0.03173828125","0.03173828125","0.03173828125","395","395","395","0.027587890625","0.027587890625","0.027587890625"
"2301952000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","397","397","397","0.0340576171875","0.0340576171875","0.0340576171875","397","397","397","0.0379638671875","0.0379638671875","0.0379638671875","397","397","397","0.0369873046875","0.0369873046875","0.0369873046875","397","397","397","0.0400390625","0.0400390625","0.0400390625","397","397","397","0.0355224609375","0.0355224609375","0.0355224609375"
"2310144000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","398","398","398","0.032470703125","0.032470703125","0.032470703125","398","398","398","0.0338134765625","0.0338134765625","0.0338134765625","398","398","398","0.029541015625","0.029541015625","0.029541015625","398","398","398","0.03369140625","0.03369140625","0.03369140625","398","398","398","0.026123046875","0.026123046875","0.026123046875"
"2318336000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","399","399","399","0.0291748046875","0.0291748046875","0.0291748046875","399","399","399","0.03369140625","0.03369140625","0.03369140625","399","399","399","0.0284423828125","0.0284423828125","0.0284423828125","399","399","399","0.032958984375","0.032958984375","0.032958984375","399","399","399","0.0345458984375","0.0345458984375","0.0345458984375"
"2326528000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","401","401","401","0.027099609375","0.027099609375","0.027099609375","401","401","401","0.0274658203125","0.0274658203125","0.0274658203125","401","401","401","0.0313720703125","0.0313720703125","0.0313720703125","401","401","401","0.0291748046875","0.0291748046875","0.0291748046875","401","401","401","0.02978515625","0.02978515625","0.02978515625"
"2334720000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402","402","402","0.03076171875","0.03076171875","0.03076171875","402","402","402","0.03125","0.03125","0.03125","402","402","402","0.031005859375","0.031005859375","0.031005859375","402","402","402","0.0299072265625","0.0299072265625","0.0299072265625","402","402","402","0.026123046875","0.026123046875","0.026123046875"
"2342912000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","404","404","404","0.0367431640625","0.0367431640625","0.0367431640625","404","404","404","0.040283203125","0.040283203125","0.040283203125","404","404","404","0.0390625","0.0390625","0.0390625","404","404","404","0.036865234375","0.036865234375","0.036865234375","404","404","404","0.03564453125","0.03564453125","0.03564453125"
"2351104000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","405","405","405","0.0296630859375","0.0296630859375","0.0296630859375","405","405","405","0.0335693359375","0.0335693359375","0.0335693359375","405","405","405","0.0283203125","0.0283203125","0.0283203125","405","405","405","0.0281982421875","0.0281982421875","0.0281982421875","405","405","405","0.0299072265625","0.0299072265625","0.0299072265625"
"2359296000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","406","406","406","0.03076171875","0.03076171875","0.03076171875","406","406","406","0.034912109375","0.034912109375","0.034912109375","406","406","406","0.030517578125","0.030517578125","0.030517578125","406","406","406","0.031005859375","0.031005859375","0.031005859375","406","406","406","0.027099609375","0.027099609375","0.027099609375"
"2367488000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","408","408","408","0.029296875","0.029296875","0.029296875","408","408","408","0.0335693359375","0.0335693359375","0.0335693359375","408","408","408","0.028076171875","0.028076171875","0.028076171875","408","408","408","0.03564453125","0.03564453125","0.03564453125","408","408","408","0.0296630859375","0.0296630859375","0.0296630859375"
"2375680000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","409","409","409","0.0272216796875","0.0272216796875","0.0272216796875","409","409","409","0.029541015625","0.029541015625","0.029541015625","409","409","409","0.0316162109375","0.0316162109375","0.0316162109375","409","409","409","0.0286865234375","0.0286865234375","0.0286865234375","409","409","409","0.0281982421875","0.0281982421875","0.0281982421875"
"2383872000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","411","411","411","0.0350341796875","0.0350341796875","0.0350341796875","411","411","411","0.0413818359375","0.0413818359375","0.0413818359375","411","411","411","0.0426025390625","0.0426025390625","0.0426025390625","411","411","411","0.03515625","0.03515625","0.03515625","411","411","411","0.037353515625","0.037353515625","0.037353515625"
"2392064000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","412","412","412","0.02978515625","0.02978515625","0.02978515625","412","412","412","0.03173828125","0.03173828125","0.03173828125","412","412","412","0.0279541015625","0.0279541015625","0.0279541015625","412","412","412","0.0313720703125","0.0313720703125","0.0313720703125","412","412","412","0.0289306640625","0.0289306640625","0.0289306640625"
"2400256000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","413","413","413","0.0330810546875","0.0330810546875","0.0330810546875","413","413","413","0.0299072265625","0.0299072265625","0.0299072265625","413","413","413","0.0321044921875","0.0321044921875","0.0321044921875","413","413","413","0.0283203125","0.0283203125","0.0283203125","413","413","413","0.0323486328125","0.0323486328125","0.0323486328125"
"2408448000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","415","415","415","0.0325927734375","0.0325927734375","0.0325927734375","415","415","415","0.0322265625","0.0322265625","0.0322265625","415","415","415","0.0294189453125","0.0294189453125","0.0294189453125","415","415","415","0.030029296875","0.030029296875","0.030029296875","415","415","415","0.03271484375","0.03271484375","0.03271484375"
"2416640000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","416","416","416","0.028564453125","0.028564453125","0.028564453125","416","416","416","0.0299072265625","0.0299072265625","0.0299072265625","416","416","416","0.0311279296875","0.0311279296875","0.0311279296875","416","416","416","0.0341796875","0.0341796875","0.0341796875","416","416","416","0.030517578125","0.030517578125","0.030517578125"
"2433024000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","419","419","419","0.02783203125","0.02783203125","0.02783203125","419","419","419","0.0299072265625","0.0299072265625","0.0299072265625","419","419","419","0.0269775390625","0.0269775390625","0.0269775390625","419","419","419","0.0299072265625","0.0299072265625","0.0299072265625","419","419","419","0.033935546875","0.033935546875","0.033935546875"
"2441216000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","420","420","420","0.0306396484375","0.0306396484375","0.0306396484375","420","420","420","0.0318603515625","0.0318603515625","0.0318603515625","420","420","420","0.031494140625","0.031494140625","0.031494140625","420","420","420","0.034423828125","0.034423828125","0.034423828125","420","420","420","0.03173828125","0.03173828125","0.03173828125"
"2449408000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","422","422","422","0.02880859375","0.02880859375","0.02880859375","422","422","422","0.0313720703125","0.0313720703125","0.0313720703125","422","422","422","0.0318603515625","0.0318603515625","0.0318603515625","422","422","422","0.027587890625","0.027587890625","0.027587890625","422","422","422","0.0263671875","0.0263671875","0.0263671875"
"2457600000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","423","423","423","0.0269775390625","0.0269775390625","0.0269775390625","423","423","423","0.03564453125","0.03564453125","0.03564453125","423","423","423","0.031005859375","0.031005859375","0.031005859375","423","423","423","0.0306396484375","0.0306396484375","0.0306396484375","423","423","423","0.0299072265625","0.0299072265625","0.0299072265625"
"2473984000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","426","426","426","0.0335693359375","0.0335693359375","0.0335693359375","426","426","426","0.0338134765625","0.0338134765625","0.0338134765625","426","426","426","0.0328369140625","0.0328369140625","0.0328369140625","426","426","426","0.03125","0.03125","0.03125","426","426","426","0.0269775390625","0.0269775390625","0.0269775390625"
"2482176000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","427","427","427","0.030029296875","0.030029296875","0.030029296875","427","427","427","0.0364990234375","0.0364990234375","0.0364990234375","427","427","427","0.0318603515625","0.0318603515625","0.0318603515625","427","427","427","0.0301513671875","0.0301513671875","0.0301513671875","427","427","427","0.0277099609375","0.0277099609375","0.0277099609375"
"2490368000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","429","429","429","0.030029296875","0.030029296875","0.030029296875","429","429","429","0.0279541015625","0.0279541015625","0.0279541015625","429","429","429","0.03271484375","0.03271484375","0.03271484375","429","429","429","0.0283203125","0.0283203125","0.0283203125","429","429","429","0.031494140625","0.031494140625","0.031494140625"
"2498560000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","430","430","430","0.028564453125","0.028564453125","0.028564453125","430","430","430","0.0313720703125","0.0313720703125","0.0313720703125","430","430","430","0.0296630859375","0.0296630859375","0.0296630859375","430","430","430","0.0303955078125","0.0303955078125","0.0303955078125","430","430","430","0.02734375","0.02734375","0.02734375"
"2506752000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","434","434","434","0.031005859375","0.031005859375","0.031005859375","434","434","434","0.034912109375","0.034912109375","0.034912109375","434","434","434","0.0341796875","0.0341796875","0.0341796875","434","434","434","0.0318603515625","0.0318603515625","0.0318603515625","434","434","434","0.0299072265625","0.0299072265625","0.0299072265625"
"2514944000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","435","435","435","0.026123046875","0.026123046875","0.026123046875","435","435","435","0.0333251953125","0.0333251953125","0.0333251953125","435","435","435","0.03271484375","0.03271484375","0.03271484375","435","435","435","0.030517578125","0.030517578125","0.030517578125","435","435","435","0.030517578125","0.030517578125","0.030517578125"
"2523136000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","436","436","436","0.0283203125","0.0283203125","0.0283203125","436","436","436","0.0323486328125","0.0323486328125","0.0323486328125","436","436","436","0.0291748046875","0.0291748046875","0.0291748046875","436","436","436","0.0328369140625","0.0328369140625","0.0328369140625","436","436","436","0.0299072265625","0.0299072265625","0.0299072265625"
"2531328000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","438","438","438","0.040283203125","0.040283203125","0.040283203125","438","438","438","0.0372314453125","0.0372314453125","0.0372314453125","438","438","438","0.0384521484375","0.0384521484375","0.0384521484375","438","438","438","0.0379638671875","0.0379638671875","0.0379638671875","438","438","438","0.040283203125","0.040283203125","0.040283203125"
"2539520000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","439","439","439","0.0308837890625","0.0308837890625","0.0308837890625","439","439","439","0.033447265625","0.033447265625","0.033447265625","439","439","439","0.0325927734375","0.0325927734375","0.0325927734375","439","439","439","0.03173828125","0.03173828125","0.03173828125","439","439","439","0.031005859375","0.031005859375","0.031005859375"
"2547712000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","440","440","440","0.02587890625","0.02587890625","0.02587890625","440","440","440","0.0308837890625","0.0308837890625","0.0308837890625","440","440","440","0.0311279296875","0.0311279296875","0.0311279296875","440","440","440","0.028076171875","0.028076171875","0.028076171875","440","440","440","0.029541015625","0.029541015625","0.029541015625"
"2555904000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","442","442","442","0.0274658203125","0.0274658203125","0.0274658203125","442","442","442","0.0333251953125","0.0333251953125","0.0333251953125","442","442","442","0.030029296875","0.030029296875","0.030029296875","442","442","442","0.033447265625","0.033447265625","0.033447265625","442","442","442","0.0279541015625","0.0279541015625","0.0279541015625"
"2564096000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","443","443","443","0.03076171875","0.03076171875","0.03076171875","443","443","443","0.027099609375","0.027099609375","0.027099609375","443","443","443","0.030517578125","0.030517578125","0.030517578125","443","443","443","0.0277099609375","0.0277099609375","0.0277099609375","443","443","443","0.0313720703125","0.0313720703125","0.0313720703125"
"2572288000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","445","445","445","0.03759765625","0.03759765625","0.03759765625","445","445","445","0.038330078125","0.038330078125","0.038330078125","445","445","445","0.0390625","0.0390625","0.0390625","445","445","445","0.037841796875","0.037841796875","0.037841796875","445","445","445","0.031982421875","0.031982421875","0.031982421875"
"2580480000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","446","446","446","0.031005859375","0.031005859375","0.031005859375","446","446","446","0.031005859375","0.031005859375","0.031005859375","446","446","446","0.0284423828125","0.0284423828125","0.0284423828125","446","446","446","0.029052734375","0.029052734375","0.029052734375","446","446","446","0.031982421875","0.031982421875","0.031982421875"
"2588672000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","447","447","447","0.027099609375","0.027099609375","0.027099609375","447","447","447","0.0306396484375","0.0306396484375","0.0306396484375","447","447","447","0.0299072265625","0.0299072265625","0.0299072265625","447","447","447","0.03173828125","0.03173828125","0.03173828125","447","447","447","0.0284423828125","0.0284423828125","0.0284423828125"
"2596864000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","449","449","449","0.0302734375","0.0302734375","0.0302734375","449","449","449","0.0302734375","0.0302734375","0.0302734375","449","449","449","0.0296630859375","0.0296630859375","0.0296630859375","449","449","449","0.0321044921875","0.0321044921875","0.0321044921875","449","449","449","0.0325927734375","0.0325927734375","0.0325927734375"
"2605056000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","450","450","450","0.03125","0.03125","0.03125","450","450","450","0.0325927734375","0.0325927734375","0.0325927734375","450","450","450","0.0313720703125","0.0313720703125","0.0313720703125","450","450","450","0.029541015625","0.029541015625","0.029541015625","450","450","450","0.0272216796875","0.0272216796875","0.0272216796875"
"2621440000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","453","453","453","0.0294189453125","0.0294189453125","0.0294189453125","453","453","453","0.03125","0.03125","0.03125","453","453","453","0.028564453125","0.028564453125","0.028564453125","453","453","453","0.0252685546875","0.0252685546875","0.0252685546875","453","453","453","0.0335693359375","0.0335693359375","0.0335693359375"
"2629632000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","454","454","454","0.0330810546875","0.0330810546875","0.0330810546875","454","454","454","0.032958984375","0.032958984375","0.032958984375","454","454","454","0.029541015625","0.029541015625","0.029541015625","454","454","454","0.0322265625","0.0322265625","0.0322265625","454","454","454","0.029296875","0.029296875","0.029296875"
"2637824000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","456","456","456","0.0260009765625","0.0260009765625","0.0260009765625","456","456","456","0.029052734375","0.029052734375","0.029052734375","456","456","456","0.0267333984375","0.0267333984375","0.0267333984375","456","456","456","0.027099609375","0.027099609375","0.027099609375","456","456","456","0.0272216796875","0.0272216796875","0.0272216796875"
"2646016000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","457","457","457","0.02978515625","0.02978515625","0.02978515625","457","457","457","0.033447265625","0.033447265625","0.033447265625","457","457","457","0.0311279296875","0.0311279296875","0.0311279296875","457","457","457","0.03125","0.03125","0.03125","457","457","457","0.032958984375","0.032958984375","0.032958984375"
"2662400000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460","460","460","0.0330810546875","0.0330810546875","0.0330810546875","460","460","460","0.0269775390625","0.0269775390625","0.0269775390625","460","460","460","0.032958984375","0.032958984375","0.032958984375","460","460","460","0.0269775390625","0.0269775390625","0.0269775390625","460","460","460","0.0286865234375","0.0286865234375","0.0286865234375"
"2670592000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","461","461","461","0.0279541015625","0.0279541015625","0.0279541015625","461","461","461","0.035888671875","0.035888671875","0.035888671875","461","461","461","0.0299072265625","0.0299072265625","0.0299072265625","461","461","461","0.071533203125","0.071533203125","0.071533203125","461","461","461","0.03173828125","0.03173828125","0.03173828125"
"2678784000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","463","463","463","0.033203125","0.033203125","0.033203125","463","463","463","0.0301513671875","0.0301513671875","0.0301513671875","463","463","463","0.02880859375","0.02880859375","0.02880859375","463","463","463","0.0281982421875","0.0281982421875","0.0281982421875","463","463","463","0.02783203125","0.02783203125","0.02783203125"
"2686976000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","464","464","464","0.0330810546875","0.0330810546875","0.0330810546875","464","464","464","0.0294189453125","0.0294189453125","0.0294189453125","464","464","464","0.030029296875","0.030029296875","0.030029296875","464","464","464","0.03125","0.03125","0.03125","464","464","464","0.033203125","0.033203125","0.033203125"
